,Year,DOY,HR,Kp index,R-(Sunspot No.),Dst-index-nT,ap_index-nT,f10.7_index,TEC,Latitude,Longitude
51,2020,52,0,27,0,-14,13,69.6,8.267046,0,0
52,2020,53,0,20,0,-12,8,70.7,7.7997494,0,0
53,2020,54,0,10,0,-9,4,68.8,7.9428515,0,0
54,2020,55,0,10,0,-11,4,68.7,8.173066,0,0
55,2020,56,0,3,0,-5,2,69.1,7.619043,0,0
56,2020,57,0,7,0,1,3,68.7,7.401177,0,0
57,2020,58,0,7,0,-4,3,69.6,7.922863,0,0
58,2020,59,0,13,0,-1,6,69.3,8.069149,0,0
59,2020,60,0,23,0,-5,10,68.8,8.3723135,0,0
60,2020,61,0,13,0,-12,6,68.1,9.093768,0,0
61,2020,62,0,10,0,-6,4,68.1,7.791974,0,0
62,2020,63,0,13,0,-7,5,68.8,7.967914,0,0
63,2020,64,0,13,0,-7,6,68.7,8.018773,0,0
64,2020,65,0,7,0,2,3,68.3,8.070346,0,0
65,2020,66,0,10,0,2,4,68.9,8.094115,0,0
66,2020,67,0,10,2,-3,4,68.8,8.281246,0,0
67,2020,68,0,13,16,-4,5,69.2,8.013968,0,0
68,2020,69,0,13,11,1,5,69.8,8.262686,0,0
69,2020,70,0,7,0,0,3,69.8,8.577774,0,0
70,2020,71,0,7,0,6,2,69.6,8.315377,0,0
71,2020,72,0,13,0,-5,6,69.1,7.54617,0,0
72,2020,73,0,17,0,-10,7,67.9,8.194868,0,0
73,2020,74,0,3,0,-4,2,67.4,7.961123,0,0
74,2020,75,0,10,0,1,4,69.5,8.016978,0,0
75,2020,76,0,10,0,-2,4,69.1,8.281478,0,0
76,2020,77,0,13,0,-5,5,70.9,8.350975,0,0
77,2020,78,0,13,3,-1,6,71.4,8.400348,0,0
78,2020,79,0,23,0,-16,10,71.5,9.134651,0,0
79,2020,80,0,17,0,-14,6,71.1,9.008952,0,0
80,2020,81,0,20,0,-15,8,70.3,8.727262,0,0
81,2020,82,0,17,0,-8,6,69.8,8.295331,0,0
82,2020,83,0,23,0,-11,11,69.9,8.875361,0,0
83,2020,84,0,7,0,-6,4,70.8,8.606078,0,0
84,2020,85,0,7,0,-4,3,70.9,8.013216,0,0
85,2020,86,0,10,0,-1,5,69.9,7.8350573,0,0
86,2020,87,0,13,0,-5,5,69.2,7.9112678,0,0
87,2020,88,0,13,0,-3,4,69.0,7.503222,0,0
88,2020,89,0,17,0,-6,7,68.6,8.0794325,0,0
89,2020,90,0,23,3,-12,11,69.1,8.533629,0,0
90,2020,91,0,27,11,-19,14,69.8,8.914277,0,0
91,2020,92,0,13,13,-12,5,69.2,8.29836,0,0
92,2020,93,0,17,13,-10,6,69.7,8.434574,0,0
93,2020,94,0,17,13,-12,8,70.0,8.111557,0,0
94,2020,95,0,10,13,-5,4,70.2,8.415435,0,0
95,2020,96,0,10,0,0,4,71.3,8.129539,0,0
96,2020,97,0,3,0,1,2,70.1,8.048486,0,0
97,2020,98,0,7,0,5,2,70.1,7.8477135,0,0
98,2020,99,0,27,0,-8,13,70.7,8.1574955,0,0
99,2020,100,0,10,0,-10,4,70.6,8.720664,0,0
100,2020,101,0,10,0,-1,4,69.5,8.359271,0,0
101,2020,102,0,17,0,-4,7,70.9,8.150878,0,0
102,2020,103,0,17,0,-1,6,71.1,8.223037,0,0
103,2020,104,0,13,0,-1,4,70.7,7.6497397,0,0
104,2020,105,0,17,0,1,7,69.4,7.7557783,0,0
105,2020,106,0,17,0,-4,7,68.9,7.9163227,0,0
106,2020,107,0,10,0,-5,4,69.0,8.158133,0,0
107,2020,108,0,7,0,1,3,68.4,7.390604,0,0
108,2020,109,0,7,0,-3,3,70.4,8.191202,0,0
109,2020,110,0,3,0,3,1,69.2,8.165387,0,0
110,2020,111,0,27,0,-18,16,68.9,7.611904,0,0
111,2020,112,0,20,0,-14,8,69.8,8.177195,0,0
112,2020,113,0,17,0,-15,7,71.4,7.6594253,0,0
113,2020,114,0,7,0,-3,3,69.5,7.2893496,0,0
114,2020,115,0,17,0,1,6,70.5,7.6760564,0,0
115,2020,116,0,10,6,-1,4,69.8,7.8690333,0,0
116,2020,117,0,17,13,-5,6,70.1,7.453386,0,0
117,2020,118,0,17,26,-10,6,69.9,8.379433,0,0
118,2020,119,0,13,15,-7,5,69.9,7.940247,0,0
119,2020,120,0,3,24,-2,2,71.0,7.7805905,0,0
120,2020,121,0,3,20,2,1,70.9,7.389388,0,0
121,2020,122,0,10,4,-8,4,71.3,7.6148367,0,0
122,2020,123,0,10,0,-10,4,70.3,8.087266,0,0
123,2020,124,0,10,0,-1,4,69.8,7.6520553,0,0
124,2020,125,0,13,0,-4,5,70.5,8.030697,0,0
125,2020,126,0,13,0,-10,5,70.5,7.254158,0,0
126,2020,127,0,10,0,-18,5,71.1,7.828015,0,0
127,2020,128,0,7,0,-10,3,70.0,7.732105,0,0
128,2020,129,0,7,0,-2,3,69.2,7.2883463,0,0
129,2020,130,0,3,0,-2,1,72.4,7.3893695,0,0
130,2020,131,0,7,0,5,3,69.3,7.303492,0,0
131,2020,132,0,10,0,-8,4,67.5,7.2663517,0,0
132,2020,133,0,7,0,1,3,70.3,6.9542155,0,0
133,2020,134,0,7,0,0,3,70.2,7.187613,0,0
134,2020,135,0,3,0,6,2,69.0,7.21667,0,0
135,2020,136,0,7,0,1,2,69.4,7.0999227,0,0
136,2020,137,0,7,0,-1,3,71.0,6.8511286,0,0
137,2020,138,0,3,0,3,2,71.2,6.8902183,0,0
138,2020,139,0,7,0,5,3,71.8,7.1060967,0,0
139,2020,140,0,13,0,-3,4,69.8,7.3420796,0,0
140,2020,141,0,7,0,-5,2,71.3,7.2324524,0,0
141,2020,142,0,13,0,-4,5,71.9,7.0139685,0,0
142,2020,143,0,13,0,-1,5,72.6,7.276461,0,0
143,2020,144,0,7,0,-8,3,70.9,7.2059617,0,0
144,2020,145,0,10,0,-2,4,70.6,6.8619523,0,0
145,2020,146,0,13,0,-6,5,72.1,7.2165155,0,0
146,2020,147,0,7,0,-4,3,71.6,7.1630135,0,0
147,2020,148,0,7,0,1,3,69.9,7.2266064,0,0
148,2020,149,0,7,0,0,2,69.3,7.087459,0,0
149,2020,150,0,7,0,3,3,71.6,7.0403824,0,0
150,2020,151,0,30,0,-12,15,71.9,7.312966,0,0
151,2020,152,0,7,2,-16,3,72.8,7.7791433,0,0
152,2020,153,0,13,6,-10,5,71.2,7.1069264,0,0
153,2020,154,0,17,0,-21,6,72.4,7.7452445,0,0
154,2020,155,0,7,9,-13,3,72.0,7.1265097,0,0
155,2020,156,0,10,11,-4,4,72.1,6.6133513,0,0
156,2020,157,0,7,13,-3,3,73.2,7.2358475,0,0
157,2020,158,0,3,16,0,2,73.8,6.8933434,0,0
158,2020,159,0,17,16,6,7,73.8,6.9952345,0,0
159,2020,160,0,10,16,-10,4,73.2,7.5956974,0,0
160,2020,161,0,10,14,-2,4,74.6,6.9309664,0,0
161,2020,162,0,17,12,-10,6,73.2,7.641945,0,0
162,2020,163,0,7,11,-9,3,73.7,6.7172685,0,0
163,2020,164,0,7,11,-5,3,72.7,6.732394,0,0
164,2020,165,0,7,11,-3,2,71.6,6.6190233,0,0
165,2020,166,0,3,11,2,2,72.4,6.4284,0,0
166,2020,167,0,7,8,-3,3,72.7,6.7418866,0,0
167,2020,168,0,13,0,0,5,71.5,6.5385876,0,0
168,2020,169,0,7,0,3,3,71.0,6.573934,0,0
169,2020,170,0,10,0,-1,4,70.2,6.442755,0,0
170,2020,171,0,10,0,3,4,71.1,6.3935366,0,0
171,2020,172,0,13,0,0,5,70.0,6.4214544,0,0
172,2020,173,0,7,0,-4,3,69.9,6.252016,0,0
173,2020,174,0,3,0,-2,2,69.9,6.167374,0,0
174,2020,175,0,7,0,5,3,69.3,6.129481,0,0
175,2020,176,0,7,0,-1,3,69.1,6.055605,0,0
176,2020,177,0,7,0,4,3,71.2,6.2459,0,0
177,2020,178,0,13,6,-2,5,70.0,6.353849,0,0
178,2020,179,0,17,4,-5,6,71.2,6.4181943,0,0
179,2020,180,0,7,0,-9,3,71.5,6.221455,0,0
180,2020,181,0,3,0,-2,2,71.0,6.091916,0,0
181,2020,182,0,10,0,-3,4,70.4,6.212464,0,0
182,2020,183,0,10,4,-4,4,71.2,6.291453,0,0
183,2020,184,0,7,2,1,3,70.3,6.7845263,0,0
184,2020,185,0,7,0,2,3,71.6,6.549527,0,0
185,2020,186,0,17,7,6,7,71.8,6.1823077,0,0
186,2020,187,0,23,5,-10,10,71.8,7.233996,0,0
187,2020,188,0,10,5,-7,4,70.8,6.429558,0,0
188,2020,189,0,7,8,-5,3,70.0,5.779298,0,0
189,2020,190,0,3,0,-1,2,69.4,5.908702,0,0
190,2020,191,0,7,0,0,3,71.0,5.8026624,0,0
191,2020,192,0,3,0,-3,2,71.1,5.6373916,0,0
192,2020,193,0,3,0,-4,2,71.0,6.1240788,0,0
193,2020,194,0,3,0,4,2,69.8,6.076616,0,0
194,2020,195,0,13,0,5,6,70.5,6.2313333,0,0
195,2020,196,0,20,0,-28,10,71.2,7.03552,0,0
196,2020,197,0,10,2,-15,4,70.6,6.1437974,0,0
197,2020,198,0,7,0,-9,3,70.9,6.0117884,0,0
198,2020,199,0,10,0,-8,4,71.3,6.1452637,0,0
199,2020,200,0,7,0,-6,3,70.0,6.0346904,0,0
200,2020,201,0,10,0,-1,3,71.1,5.5992284,0,0
201,2020,202,0,7,0,-2,3,71.6,5.989234,0,0
202,2020,203,0,10,6,-2,4,72.1,6.1767316,0,0
203,2020,204,0,7,11,-1,3,72.2,5.9894466,0,0
204,2020,205,0,3,11,4,2,72.5,6.0377965,0,0
205,2020,206,0,27,11,-17,12,71.7,5.798765,0,0
206,2020,207,0,27,11,-22,12,72.6,6.4943852,0,0
207,2020,208,0,7,11,-12,3,73.6,6.0461893,0,0
208,2020,209,0,7,11,-6,3,73.7,5.948408,0,0
209,2020,210,0,10,20,-6,4,74.1,6.5347095,0,0
210,2020,211,0,10,21,-3,4,74.9,6.5379705,0,0
211,2020,212,0,7,21,-4,3,75.6,6.5475397,0,0
212,2020,213,0,10,21,-1,4,74.4,6.3238473,0,0
213,2020,214,0,7,26,4,3,74.1,6.74835,0,0
214,2020,215,0,20,15,4,10,74.9,6.6735864,0,0
215,2020,216,0,30,11,-14,15,74.8,7.479394,0,0
216,2020,217,0,17,11,-10,7,75.1,7.3911247,0,0
217,2020,218,0,13,12,-9,5,75.6,7.2487745,0,0
218,2020,219,0,10,14,-7,4,75.1,7.278237,0,0
219,2020,220,0,7,17,-3,3,76.0,7.345051,0,0
220,2020,221,0,13,12,-7,4,76.8,7.2768283,0,0
221,2020,222,0,3,13,-4,2,76.0,7.0183096,0,0
222,2020,223,0,3,13,0,2,76.2,7.2441254,0,0
223,2020,224,0,3,12,0,2,75.4,7.018946,0,0
224,2020,225,0,7,17,5,3,75.1,6.9608717,0,0
225,2020,226,0,7,10,1,3,74.2,7.3308697,0,0
226,2020,227,0,7,5,1,3,72.6,7.2867646,0,0
227,2020,228,0,3,0,3,2,72.4,6.7472506,0,0
228,2020,229,0,7,0,8,3,72.6,6.784584,0,0
229,2020,230,0,7,0,9,3,72.5,6.735057,0,0
230,2020,231,0,13,13,4,6,73.1,6.7669687,0,0
231,2020,232,0,10,16,-8,5,72.2,7.2824235,0,0
232,2020,233,0,7,12,7,2,71.6,6.704553,0,0
233,2020,234,0,7,3,7,3,72.6,7.1847386,0,0
234,2020,235,0,17,0,-2,6,71.6,7.3679533,0,0
235,2020,236,0,20,0,-4,7,72.1,7.049566,0,0
236,2020,237,0,3,0,0,2,71.8,7.1377964,0,0
237,2020,238,0,7,0,10,3,72.1,6.7219954,0,0
238,2020,239,0,17,0,-3,6,71.9,6.945804,0,0
239,2020,240,0,17,0,-7,7,71.4,6.9842753,0,0
240,2020,241,0,17,0,-3,10,71.5,7.1132164,0,0
241,2020,242,0,27,0,-17,12,71.6,7.2541385,0,0
242,2020,243,0,20,0,-14,8,71.4,7.050685,0,0
243,2020,244,0,37,0,-20,24,70.5,7.34125,0,0
244,2020,245,0,33,0,-25,18,70.8,7.44289,0,0
245,2020,246,0,23,0,-21,9,69.5,7.2787576,0,0
246,2020,247,0,7,0,-12,3,71.2,6.834883,0,0
247,2020,248,0,17,0,-20,7,70.8,6.8726606,0,0
248,2020,249,0,13,0,-14,5,70.3,6.677735,0,0
249,2020,250,0,10,0,-10,4,70.5,6.697627,0,0
250,2020,251,0,7,0,-13,3,71.3,6.850511,0,0
251,2020,252,0,7,0,-5,3,70.9,6.751437,0,0
252,2020,253,0,0,0,-1,1,70.7,6.976269,0,0
253,2020,254,0,3,0,1,2,70.2,6.65082,0,0
254,2020,255,0,3,0,-1,2,69.6,6.6594834,0,0
255,2020,256,0,10,0,-5,4,70.2,6.7645955,0,0
256,2020,257,0,13,0,-1,6,70.6,6.6117496,0,0
257,2020,258,0,23,2,-15,11,69.7,7.1205287,0,0
258,2020,259,0,13,0,-16,5,69.6,7.141269,0,0
259,2020,260,0,7,0,-6,2,70.2,6.894308,0,0
260,2020,261,0,7,0,-4,2,70.4,6.678082,0,0
261,2020,262,0,7,0,0,3,70.6,6.7444725,0,0
262,2020,263,0,3,0,-4,2,71.2,6.977388,0,0
263,2020,264,0,7,0,-3,3,70.7,6.6907196,0,0
264,2020,265,0,3,0,8,2,71.9,7.433591,0,0
265,2020,266,0,13,0,-7,5,72.9,7.057476,0,0
266,2020,267,0,23,7,-11,10,73.7,7.4342465,0,0
267,2020,268,0,30,5,-22,20,74.1,8.715358,0,0
268,2020,269,0,30,4,-24,17,73.8,7.813467,0,0
269,2020,270,0,37,0,-33,24,72.9,8.946228,0,0
270,2020,271,0,30,0,-29,20,74.4,7.977928,0,0
271,2020,272,0,43,0,-43,32,74.1,9.4268,0,0
272,2020,273,0,30,0,-28,16,73.0,9.007486,0,0
273,2020,274,0,30,0,-28,16,73.5,8.979394,0,0
274,2020,275,0,23,0,-22,10,73.0,8.612792,0,0
275,2020,276,0,20,0,-23,8,72.3,8.175343,0,0
276,2020,277,0,13,0,-19,4,71.9,8.077079,0,0
277,2020,278,0,7,0,-14,4,71.2,8.122323,0,0
278,2020,279,0,20,0,-14,10,72.2,8.30791,0,0
279,2020,280,0,13,0,-11,6,71.6,9.346421,0,0
280,2020,281,0,10,0,3,4,70.6,8.660988,0,0
281,2020,282,0,3,6,-6,2,71.5,8.037565,0,0
282,2020,283,0,0,23,-2,0,72.9,7.8856645,0,0
283,2020,284,0,3,15,2,1,73.3,8.018252,0,0
284,2020,285,0,3,17,7,2,72.6,7.914683,0,0
285,2020,286,0,7,16,3,2,73.4,8.460968,0,0
286,2020,287,0,3,0,8,2,72.0,8.709955,0,0
287,2020,288,0,0,5,2,0,74.1,8.299286,0,0
288,2020,289,0,3,13,3,1,73.4,8.006348,0,0
289,2020,290,0,10,13,3,4,74.8,8.473336,0,0
290,2020,291,0,10,13,-3,4,72.5,8.639861,0,0
291,2020,292,0,3,23,1,2,75.3,9.150801,0,0
292,2020,293,0,17,16,-1,6,74.2,9.253366,0,0
293,2020,294,0,10,13,-6,4,74.0,9.47322,0,0
294,2020,295,0,17,11,-7,8,73.0,9.080937,0,0
295,2020,296,0,10,11,-4,5,74.2,8.922631,0,0
296,2020,297,0,20,22,2,14,71.0,9.118059,0,0
297,2020,298,0,30,21,-25,17,71.3,10.917056,0,0
298,2020,299,0,27,22,-18,14,73.3,9.604553,0,0
299,2020,300,0,30,19,-21,14,74.1,9.712291,0,0
300,2020,301,0,17,44,-18,8,81.4,10.051109,0,0
301,2020,302,0,23,28,-20,10,86.4,8.873973,0,0
302,2020,303,0,23,37,-19,12,83.5,10.222284,0,0
303,2020,304,0,10,31,-14,4,78.4,9.68962,0,0
304,2020,305,0,13,26,-16,5,75.6,9.868744,0,0
305,2020,306,0,17,3,-14,8,76.1,10.201717,0,0
306,2020,307,0,3,8,-10,2,80.3,9.686147,0,0
307,2020,308,0,3,16,-6,2,81.6,9.886147,0,0
308,2020,309,0,3,24,0,2,86.6,9.225256,0,0
309,2020,310,0,7,31,7,3,89.1,9.678179,0,0
310,2020,311,0,17,41,1,7,92.1,10.52593,0,0
311,2020,312,0,17,38,-4,7,88.9,10.07814,0,0
312,2020,313,0,10,44,-5,4,88.3,10.295871,0,0
313,2020,314,0,0,28,-1,0,88.3,10.27268,0,0
314,2020,315,0,0,27,6,0,85.1,9.989639,0,0
315,2020,316,0,7,31,7,3,86.3,10.029481,0,0
316,2020,317,0,7,30,2,3,83.3,11.169265,0,0
317,2020,318,0,7,25,-3,3,80.2,10.558518,0,0
318,2020,319,0,7,22,2,2,78.5,10.312522,0,0
319,2020,320,0,7,6,2,2,76.9,10.959117,0,0
320,2020,321,0,0,0,6,0,74.9,11.006406,0,0
321,2020,322,0,3,12,8,1,77.3,10.445977,0,0
322,2020,323,0,7,12,4,3,75.5,10.9798765,0,0
323,2020,324,0,3,12,6,2,74.9,10.806889,0,0
324,2020,325,0,17,12,-9,7,79.7,11.109011,0,0
325,2020,326,0,23,25,-8,10,82.9,10.415435,0,0
326,2020,327,0,37,37,-26,24,85.5,12.861141,0,0
327,2020,328,0,20,48,-18,7,93.1,11.957302,0,0
328,2020,329,0,7,42,-14,3,97.9,11.836698,0,0
329,2020,330,0,17,51,-14,6,101.0,12.4263935,0,0
330,2020,331,0,13,57,-6,6,103.0,13.11422,0,0
331,2020,332,0,17,75,-5,6,103.5,12.7447815,0,0
332,2020,333,0,20,84,-12,9,106.6,13.042118,0,0
333,2020,334,0,10,94,-4,3,113.1,14.066217,0,0
334,2020,335,0,17,85,-4,7,106.4,13.509029,0,0
335,2020,336,0,3,50,-8,1,101.2,13.596585,0,0
336,2020,337,0,7,46,-1,3,101.9,12.714604,0,0
337,2020,338,0,3,43,-3,2,99.9,13.586572,0,0
338,2020,339,0,0,39,-5,0,93.0,13.4015045,0,0
339,2020,340,0,10,36,1,4,97.0,12.694715,0,0
340,2020,341,0,13,22,2,6,88.2,12.926548,0,0
341,2020,342,0,3,20,-2,1,86.8,13.222322,0,0
342,2020,343,0,10,13,-3,4,80.0,11.5087595,0,0
343,2020,344,0,17,13,-1,7,79.6,11.579761,0,0
344,2020,345,0,13,12,3,7,79.1,11.366139,0,0
345,2020,346,0,17,11,-4,6,80.8,11.784758,0,0
346,2020,347,0,10,11,1,4,79.3,10.934053,0,0
347,2020,348,0,10,11,-5,4,78.1,10.802315,0,0
348,2020,349,0,7,13,-2,3,80.4,10.818021,0,0
349,2020,350,0,3,19,1,2,80.3,10.170731,0,0
350,2020,351,0,3,13,2,2,79.3,10.300618,0,0
351,2020,352,0,3,12,4,1,79.1,10.254717,0,0
352,2020,353,0,3,7,7,2,77.9,9.987421,0,0
353,2020,354,0,13,0,4,5,79.1,10.346518,0,0
354,2020,355,0,10,0,-5,4,81.1,10.383889,0,0
355,2020,356,0,23,11,-1,12,77.0,10.846691,0,0
356,2020,357,0,27,11,-9,13,83.0,12.436388,0,0
357,2020,358,0,23,23,-7,11,83.6,10.890063,0,0
358,2020,359,0,20,27,-11,8,84.5,11.502103,0,0
359,2020,360,0,10,29,-6,4,84.9,11.609705,0,0
360,2020,361,0,10,32,-2,4,85.0,11.019969,0,0
361,2020,362,0,13,31,1,5,84.9,10.965213,0,0
362,2020,363,0,17,29,-6,6,84.3,11.100617,0,0
363,2020,364,0,13,30,-2,6,81.4,10.560216,0,0
364,2020,365,0,20,29,-4,8,80.1,11.267625,0,0
365,2020,366,0,7,32,-2,3,78.5,10.973587,0,0
